���ʱ��,֧��,A,B,C,D
2020/3/21 9:00,Q,18.9,44,0,0.8
2020/3/21 10:00,Q,21.9,33,0,0.4
2020/3/21 11:00,Q,24,31,0,0.9
2020/3/21 12:00,Q,24.2,30,0,1.2
2020/3/21 13:00,Q,24.2,35,0,2.1
2020/3/21 14:00,Q,24.2,39,0,1.5
2020/3/21 15:00,Q,24.4,38,0,1.7
2020/3/21 16:00,Q,25.3,34,0,2.5
2020/3/21 17:00,Q,24.4,37,0,2.2
2020/3/21 18:00,Q,23.2,41,0,1.5
2020/3/21 19:00,Q,19.8,52,0,2.1
2020/3/21 20:00,Q,18,50,0,2.7
2020/3/21 21:00,Q,18.7,39,0,3
2020/3/21 22:00,Q,16.6,49,0,1.3
2020/3/21 23:00,Q,16.5,44,0,1.5
2020/3/22,Q,15.7,44,0,1.8
2020/3/22 1:00,Q,14.3,49,0,0.2
2020/3/22 2:00,Q,13.8,53,0,0.5
2020/3/22 3:00,Q,11.9,61,0,0.5
2020/3/22 4:00,Q,11.9,60,0,0.9
2020/3/22 5:00,Q,10.6,70,0,0.8
2020/3/22 6:00,Q,9,84,0,0.4
2020/3/22 7:00,Q,8.5,83,0,0.6
2020/3/22 8:00,Q,11.7,74,0,0.3
2020/3/22 9:00,Q,16.1,41,0,0.8
2020/3/22 10:00,Q,17.1,40,0,2.7
2020/3/22 11:00,Q,17.7,37,0,2.7
2020/3/22 12:00,Q,18.3,37,0,2.8
2020/3/22 13:00,Q,18.7,35,0,3.8
2020/3/22 14:00,Q,19.3,35,0,3
2020/3/22 15:00,Q,19,38,0,2.7
2020/3/22 16:00,Q,18.8,38,0,2
2020/3/22 17:00,Q,18.3,43,0,2.2
2020/3/22 18:00,Q,16.6,48,0,2
2020/3/22 19:00,Q,14.6,48,0,1
2020/3/22 20:00,Q,13.9,49,0,0.4
2020/3/22 21:00,Q,12.9,54,0,0.7
2020/3/22 22:00,Q,11.9,64,0,0.1
2020/3/22 23:00,Q,10.5,72,0,0
2020/3/23,Q,9.5,77,0,0
2020/3/23 1:00,Q,9.4,78,0,0.2
2020/3/23 2:00,Q,8.9,82,0,0.3
2020/3/23 3:00,Q,7.9,84,0,0
2020/3/23 4:00,Q,7.8,86,0,0.2
2020/3/23 5:00,Q,6.9,87,0,0.5
2020/3/23 6:00,Q,6.8,86,0,0.6
2020/3/23 7:00,Q,6.9,89,0,0.3
2020/3/23 8:00,Q,10.2,92,0,0.7
2020/3/23 9:00,Q,15.3,53,0,0.8
2020/3/23 10:00,Q,17.2,42,0,2.1
2020/3/23 11:00,Q,19,33,0,1.5
2020/3/23 12:00,Q,19.9,37,0,1.7
2020/3/23 13:00,Q,20.6,34,0,1.9
2020/3/23 14:00,Q,21.4,40,0,2.9
2020/3/23 15:00,Q,21.6,31,0,3.7
2020/3/23 16:00,Q,21.2,37,0,3.2
2020/3/23 17:00,Q,20.9,39,0,2.7
2020/3/23 18:00,Q,20.7,37,0,3
2020/3/23 19:00,Q,19.5,40,0,3.4
2020/3/23 20:00,Q,19.1,40,0,4.5
2020/3/23 21:00,Q,18.5,41,0,4.1
2020/3/23 22:00,Q,17,46,0,2
2020/3/23 23:00,Q,16.1,48,0,2
2020/3/24,Q,15.4,50,0,2
2020/3/24 1:00,Q,13.5,58,0,1.5
2020/3/24 2:00,Q,12.3,61,0,1.4
2020/3/24 3:00,Q,12,66,0,0.9
2020/3/24 4:00,Q,11.8,63,0,0.1
2020/3/24 5:00,Q,11.4,64,0,0.4
2020/3/24 6:00,Q,10.7,68,0,0.2
2020/3/24 7:00,Q,9.4,79,0,0.9
2020/3/24 8:00,Q,13.3,74,0,0
2020/3/24 9:00,Q,16.2,50,0,2.8
2020/3/24 10:00,Q,17.8,46,0,3.2
2020/3/24 11:00,Q,18.9,44,0,3.4
2020/3/24 12:00,Q,19.5,43,0,2.6
2020/3/24 13:00,Q,20.6,40,0,2.3
2020/3/24 14:00,Q,21.2,40,0,2.3
2020/3/24 15:00,Q,21.5,47,0,4
2020/3/24 16:00,Q,21.5,45,0,3.1
2020/3/24 17:00,Q,20.7,44,0,4.6
2020/3/24 18:00,Q,19.6,44,0,3.6
2020/3/24 19:00,Q,17.9,45,0,2.3
2020/3/24 20:00,Q,17.4,48,0,1.3
2020/3/24 21:00,Q,17.8,50,0,2.2
2020/3/24 22:00,Q,17.9,51,0,2.5
2020/3/24 23:00,Q,17.6,55,0,1.6
2020/3/25,Q,16.4,61,0,0.8
2020/3/25 1:00,Q,16.1,66,0,1.6
2020/3/25 2:00,Q,17.9,61,0,2.6
2020/3/25 3:00,Q,17.7,61,0,2.5
2020/3/25 4:00,Q,17.7,57,0,2.9
2020/3/25 5:00,Q,16.6,65,0,1.6
2020/3/25 6:00,Q,15.4,72,0,0.8
2020/3/25 7:00,Q,15.4,72,0,1.3
2020/3/25 8:00,Q,15.5,70,0,2
2020/3/25 9:00,Q,16.4,67,0,1.8
2020/3/25 10:00,Q,16.2,69,0,2.9
2020/3/25 11:00,Q,18.5,59,0,2.2
2020/3/25 12:00,Q,19,57,0,2.6
2020/3/25 13:00,Q,19.8,58,0,5.1
2020/3/25 14:00,Q,18.6,69,0,3.4
2020/3/25 15:00,Q,17.9,79,0,3.1
2020/3/25 16:00,Q,17.6,74,0,4.7
2020/3/25 17:00,Q,17.9,73,0,2.8
2020/3/25 18:00,Q,18.1,75,0,2.7
2020/3/25 19:00,Q,17.9,80,0,1.6
2020/3/25 20:00,Q,17.6,81,0,2.8
2020/3/25 21:00,Q,17.3,83,0,2.1
2020/3/25 22:00,Q,17.5,83,0,2.8
2020/3/25 23:00,Q,17.3,87,0,1.7
2020/3/26,Q,17.1,90,0,2.1
2020/3/26 1:00,Q,17,94,0,1.9
2020/3/26 2:00,Q,16.4,94,0,2.4
2020/3/26 3:00,Q,15.9,96,0,0.7
2020/3/26 4:00,Q,16,95,0,1.1
2020/3/26 5:00,Q,15.7,98,0,0.8
2020/3/26 6:00,Q,16,97,0,0.9
2020/3/26 7:00,Q,16.2,94,0,1.3
2020/3/26 8:00,Q,16.6,93,0,1.4
2020/3/26 9:00,Q,16.6,92,0,2
2020/3/26 10:00,Q,16.5,95,0,2.7
2020/3/26 11:00,Q,16,96,0,2.2
2020/3/26 12:00,Q,16,96,0,1.8
2020/3/26 13:00,Q,15.3,99,2,2
2020/3/26 14:00,Q,11.9,99,4,4.5
2020/3/26 15:00,Q,10.7,99,2.6,1.7
2020/3/26 16:00,Q,10.1,99,1.4,2.7
2020/3/26 17:00,Q,9.6,99,0.5,2.5
2020/3/26 18:00,Q,8.6,99,0.7,6.1
2020/3/26 19:00,Q,8.1,99,0.1,3.2
2020/3/26 20:00,Q,8.2,98,0.1,1.6
2020/3/26 21:00,Q,7.9,94,0,2.5
2020/3/26 22:00,Q,7.3,99,0,1.8
2020/3/26 23:00,Q,7.2,99,0,0.8
2020/3/27,Q,7.3,93,0.4,1.8
2020/3/27 1:00,Q,7.4,94,0.5,1.4
2020/3/27 2:00,Q,7.4,85,0,0.7
2020/3/27 3:00,Q,7.8,73,0,0.9
2020/3/27 4:00,Q,7.8,71,0,0.8
2020/3/27 5:00,Q,7.9,72,0,0.6
2020/3/27 6:00,Q,8,71,0,0.7
2020/3/27 7:00,Q,8.3,64,0,0.1
2020/3/27 8:00,Q,8.5,60,0,1.2
2020/3/27 9:00,Q,8.8,64,0,1
2020/3/27 10:00,Q,9.8,55,0,2.9
2020/3/27 11:00,Q,10,48,0,1.1
2020/3/27 12:00,Q,10.8,52,0,1.6
2020/3/27 13:00,Q,11,56,0,3.2
2020/3/27 14:00,Q,11.3,49,0,2.3
2020/3/27 15:00,Q,11.7,46,0,2.5
2020/3/27 17:00,Q,11.2,53,0,2.3
2020/3/27 18:00,Q,10.3,55,0,2.2
2020/3/27 19:00,Q,9.2,62,0,1.8
2020/3/27 20:00,Q,8.7,72,0,1.3
2020/3/27 21:00,Q,9.4,61,0,1.1
2020/3/27 22:00,Q,8.5,56,0,1.7
2020/3/27 23:00,Q,8.2,55,0,2.1
2020/3/28,Q,7.8,53,0,2.3
2020/3/28 1:00,Q,8.4,49,0,2.4
2020/3/28 2:00,Q,7.7,50,0,2.4
2020/3/28 3:00,Q,7,54,0,1.6
2020/3/28 4:00,Q,4.7,70,0,0
2020/3/28 5:00,Q,4.9,73,0,1
2020/3/28 6:00,Q,3.8,81,0,1.1
2020/3/28 7:00,Q,3.3,96,0,0.6
2020/3/28 8:00,Q,7.5,80,0,0.9
2020/3/28 9:00,Q,10,51,0,1.7
2020/3/28 10:00,Q,11.1,46,0,2.8
2020/3/28 11:00,Q,11.8,40,0,3.7
2020/3/28 12:00,Q,12.3,34,0,4.4
2020/3/28 13:00,Q,12.7,38,0,4.2
2020/3/28 14:00,Q,13.4,37,0,3.4
2020/3/28 15:00,Q,13.5,29,0,4.6
2020/3/28 16:00,Q,13.2,32,0,3.2
2020/3/28 17:00,Q,12.7,31,0,3.5
2020/3/28 18:00,Q,12,34,0,2.7
2020/3/28 19:00,Q,11,37,0,2.6
2020/3/28 20:00,Q,10.5,37,0,2.7
2020/3/28 21:00,Q,10.2,39,0,2.1
2020/3/28 22:00,Q,9.8,43,0,1.7
2020/3/28 23:00,Q,9.8,45,0,1.4
2020/3/29,Q,9.6,48,0,1.3
2020/3/29 1:00,Q,9.1,55,0,0.7
2020/3/29 2:00,Q,8.6,52,0,0.6
2020/3/29 3:00,Q,8.8,59,0,1.8
2020/3/29 4:00,Q,7.8,64,0,3.8
2020/3/29 5:00,Q,7.5,67,0,3.8
2020/3/29 6:00,Q,7.5,66,0,4.1
2020/3/29 7:00,Q,7.7,66,0,1.5
2020/3/29 8:00,Q,7.8,67,0,1.3
2020/3/29 9:00,Q,7.6,68,0,1.8
2020/3/29 10:00,Q,7.6,71,0,2.5
2020/3/29 11:00,Q,8.5,67,0,2.1
2020/3/29 12:00,Q,9.8,61,0,0.2
2020/3/29 13:00,Q,10.8,59,0,2.4
2020/3/29 14:00,Q,11.3,63,0,3
2020/3/29 15:00,Q,11.5,56,0,2.5
2020/3/29 16:00,Q,11.1,62,0,4.3
2020/3/29 17:00,Q,10.2,66,0,3.2
2020/3/29 18:00,Q,9.9,64,0,1.5
2020/3/29 19:00,Q,9.5,66,0,1.9
2020/3/29 20:00,Q,9.2,69,0,2.1
2020/3/29 21:00,Q,8.8,69,0,2.1
2020/3/29 22:00,Q,8.7,69,0,2.3
2020/3/29 23:00,Q,8.5,70,0,1.6
2020/3/30,Q,8,72,0,1.8
2020/3/30 1:00,Q,7.1,81,0,0.4
2020/3/30 2:00,Q,5.4,93,0,0.9
2020/3/30 3:00,Q,6.3,87,0,1.1
2020/3/30 4:00,Q,4.7,91,0,1
2020/3/30 5:00,Q,4.5,96,0,1.1
2020/3/30 6:00,Q,4.3,99,0,1.2
2020/3/30 7:00,Q,4,99,0,1.1
2020/3/30 8:00,Q,5.6,98,0,0.9
2020/3/30 9:00,Q,8.3,81,0,1.1
2020/3/30 10:00,Q,10.8,65,0,1
2020/3/30 11:00,Q,11.6,58,0,1.9
2020/3/30 12:00,Q,12.8,57,0,1.3
2020/3/30 13:00,Q,12.5,62,0,2.9
2020/3/30 14:00,Q,13.5,60,0,2.4
2020/3/30 15:00,Q,14,55,0,3.4
2020/3/30 16:00,Q,13.8,56,0,2.2
2020/3/30 17:00,Q,13.7,58,0,1.8
2020/3/30 18:00,Q,13.4,56,0,0.7
2020/3/30 19:00,Q,13,59,0,0.6
2020/3/30 20:00,Q,12.6,61,0,3.6
2020/3/30 21:00,Q,11,66,0,3
2020/3/30 22:00,Q,10.2,72,0,1.1
2020/3/30 23:00,Q,9.5,75,0,1.8
2020/3/31,Q,8.9,80,0,1.7
2020/3/31 1:00,Q,8.1,83,0,0.3
2020/3/31 2:00,Q,8.8,78,0,0.9
2020/3/31 3:00,Q,8.5,81,0,0.2
2020/3/31 4:00,Q,8.3,84,0,0.7
2020/3/31 5:00,Q,8.9,81,0,0.9
2020/3/31 6:00,Q,9.2,78,0,1.2
2020/3/31 7:00,Q,9.1,79,0,1.1
2020/3/31 8:00,Q,9.6,78,0,0.8
2020/3/31 9:00,Q,11,72,0,1.3
2020/3/31 10:00,Q,13,63,0,2
2020/3/31 11:00,Q,14.4,61,0,2.1
2020/3/31 12:00,Q,15.8,59,0,1.5
2020/3/31 13:00,Q,16.4,58,0,1.9
2020/3/31 14:00,Q,17.6,59,0,1.6
2020/3/31 15:00,Q,17.5,56,0,2.9
2020/3/31 16:00,Q,17.3,62,0,3.2
2020/3/31 17:00,Q,16.8,59,0,3.6
2020/3/31 18:00,Q,16,62,0,2.3
2020/3/31 19:00,Q,14.2,68,0,2.6
2020/3/31 20:00,Q,13.3,71,0,1.8
2020/3/31 21:00,Q,12.5,76,0,1.7
2020/3/31 22:00,Q,11.6,81,0,1.4
2020/3/31 23:00,Q,10.9,82,0,0.9
2020/4/1,Q,11.2,81,0,2.1
2020/4/1 1:00,Q,10.5,84,0,2.6
2020/4/1 2:00,Q,10.5,84,0,1.9
2020/4/1 3:00,Q,10.1,87,0,1.8
2020/4/1 4:00,Q,9.1,91,0,1.2
2020/4/1 5:00,Q,9.5,92,0,1.7
2020/4/1 6:00,Q,9.5,92,0,1.8
2020/4/1 7:00,Q,9.6,90,0,1.5
2020/4/1 8:00,Q,9.8,89,0,2.3
2020/4/1 9:00,Q,10.4,83,0,2.2
2020/4/1 10:00,Q,11,77,0,3.1
2020/4/1 11:00,Q,11.9,72,0,3.2
2020/4/1 12:00,Q,12,71,0,3.3
2020/4/1 13:00,Q,12.9,70,0,3.7
2020/4/1 14:00,Q,13,69,0,4
2020/4/1 15:00,Q,12.8,72,0,2.5
2020/4/1 16:00,Q,11.2,78,0,5.8
2020/4/1 17:00,Q,9.8,78,0.7,4.5
2020/4/1 18:00,Q,9.3,72,0,4.6
2020/4/1 19:00,Q,8.7,72,0,3.2
2020/4/1 20:00,Q,8,81,0.3,1.3
2020/4/1 21:00,Q,7.6,85,0.4,1.3
2020/4/1 22:00,Q,7.4,88,0.1,1.3
2020/4/1 23:00,Q,7.4,91,0,1.9
2020/4/2,Q,6.9,96,0,1.8
2020/4/2 1:00,Q,6.9,96,0,1
2020/4/2 2:00,Q,7,97,0,1.1
2020/4/2 3:00,Q,7,96,0,1.2
2020/4/2 4:00,Q,7,98,0,1.3
2020/4/2 5:00,Q,7,99,0,0.8
2020/4/2 6:00,Q,7,99,0,0.2
2020/4/2 7:00,Q,7.2,99,0,0.9
2020/4/2 8:00,Q,7.2,99,0,0.6
2020/4/2 9:00,Q,7.5,99,0,1.1
2020/4/2 10:00,Q,7.8,99,0,1.1
2020/4/2 11:00,Q,8.4,93,0,1.4
2020/4/2 12:00,Q,9.1,90,0,1
2020/4/2 13:00,Q,11.2,78,0,1.6
2020/4/2 14:00,Q,13.1,77,0,3.3
2020/4/2 15:00,Q,11.7,84,0,3.3
2020/4/2 16:00,Q,11.1,84,0,3
2020/4/2 17:00,Q,10.8,84,0,2.4
2020/4/2 18:00,Q,10.9,84,0,1.6
2020/4/2 19:00,Q,10.8,83,0,1
2020/4/2 20:00,Q,9.6,91,0,1
2020/4/2 21:00,Q,8.1,99,0,1
2020/4/2 22:00,Q,7,99,0,0
2020/4/2 23:00,Q,6.9,99,0,1.4
2020/4/3,Q,6.4,99,0,0
2020/4/3 1:00,Q,6.2,99,0,0.5
2020/4/3 2:00,Q,7.5,99,0,1.3
2020/4/3 3:00,Q,8.2,99,0,2
2020/4/3 4:00,Q,6.9,99,0,0
2020/4/3 5:00,Q,5.1,99,0,1
2020/4/3 6:00,Q,7.7,99,0,0.8
2020/4/3 7:00,Q,9.2,90,0,1.9
2020/4/3 8:00,Q,11.5,72,0,1.8
2020/4/3 9:00,Q,13.9,50,0,3.2
2020/4/3 10:00,Q,15.8,44,0,2
2020/4/3 12:00,Q,19.5,25,0,1.7
2020/4/3 13:00,Q,19.5,31,0,2.6
2020/4/3 14:00,Q,19.7,19,0,2.8
2020/4/3 15:00,Q,19.7,27,0,3.2
2020/4/3 16:00,Q,18.8,31,0,2.1
2020/4/3 17:00,Q,18.8,32,0,1.1
2020/4/3 18:00,Q,17.7,49,0,1.1
2020/4/3 19:00,Q,15.8,48,0,1.2
2020/4/3 20:00,Q,14,54,0,0.1
2020/4/3 21:00,Q,12.5,62,0,0
2020/4/3 22:00,Q,11,74,0,0.5
2020/4/3 23:00,Q,9.9,84,0,1
2020/4/4,Q,8.6,87,0,0.3
2020/4/4 1:00,Q,8.2,96,0,1.1
2020/4/4 2:00,Q,8.2,95,0,1.1
2020/4/4 3:00,Q,6.9,93,0,0.6
2020/4/4 4:00,Q,8.9,78,0,1.1
2020/4/4 5:00,Q,8.8,79,0,1.4
2020/4/4 6:00,Q,10.7,67,0,1.8
2020/4/4 7:00,Q,11.2,61,0,1.9
2020/4/4 8:00,Q,16,41,0,2
2020/4/4 9:00,Q,18.3,33,0,2.2
2020/4/4 10:00,Q,20.5,28,0,1.6
2020/4/4 11:00,Q,21.3,27,0,1.4
2020/4/4 12:00,Q,21.4,32,0,3.5
2020/4/4 13:00,Q,21.5,42,0,3.7
2020/4/4 14:00,Q,21.4,37,0,4.6
2020/4/4 15:00,Q,21,37,0,6.9
2020/4/4 16:00,Q,20.3,35,0,5.4
2020/4/4 17:00,Q,20,31,0,4.8
2020/4/4 18:00,Q,18.6,38,0,4
2020/4/4 19:00,Q,16.4,44,0,3.6
2020/4/4 20:00,Q,14.9,52,0,3.3
2020/4/4 21:00,Q,13.7,60,0,2.6
2020/4/4 22:00,Q,13.3,63,0,2.6
2020/4/4 23:00,Q,12.9,63,0,2
2020/4/5,Q,11.9,65,0,1.9
2020/4/5 1:00,Q,11.6,64,0,1.6
2020/4/5 2:00,Q,10.5,68,0,1.2
2020/4/5 3:00,Q,10.3,64,0,1.3
2020/4/5 4:00,Q,8.4,77,0,0.6
2020/4/5 5:00,Q,8.8,76,0,0.7
2020/4/5 6:00,Q,7.8,83,0,0.6
2020/4/5 7:00,Q,8.2,80,0,1
2020/4/5 8:00,Q,11.1,58,0,2.2
2020/4/5 9:00,Q,12,54,0,1.6
2020/4/5 10:00,Q,13.9,50,0,1.3
2020/4/5 11:00,Q,15.3,48,0,1.6
2020/4/5 12:00,Q,16.5,49,0,2.1
2020/4/5 13:00,Q,17,45,0,2.6
2020/4/5 14:00,Q,18.1,45,0,2.5
2020/4/5 15:00,Q,18.5,37,0,0.9
2020/4/5 16:00,Q,18.3,45,0,2.2
2020/4/5 17:00,Q,18.7,44,0,2.1
2020/4/5 18:00,Q,17.4,45,0,2
2020/4/5 19:00,Q,15.9,50,0,1.1
2020/4/5 20:00,Q,14.6,57,0,0.1
2020/4/5 21:00,Q,14.1,60,0,0.2
2020/4/5 22:00,Q,14,58,0,0.5
2020/4/5 23:00,Q,13.3,61,0,0.5
2020/4/6,Q,12.7,66,0,0.2
2020/4/6 1:00,Q,12,72,0,0.3
2020/4/6 2:00,Q,11.3,77,0,0
2020/4/6 3:00,Q,10.9,75,0,0.7
2020/4/6 4:00,Q,10.7,83,0,0.5
2020/4/6 5:00,Q,10.3,83,0,0.4
2020/4/6 6:00,Q,9.7,87,0,0.5
2020/4/6 7:00,Q,8.9,92,0,0.5
2020/4/6 8:00,Q,12.4,85,0,0.9
2020/4/7 8:00,Q,11.8,90,0,0.7
2020/4/7 9:00,Q,16.4,57,0,0.8
2020/4/7 10:00,Q,18.8,42,0,1
2020/4/7 11:00,Q,21,38,0,1
2020/4/7 12:00,Q,22.8,30,0,1.1
2020/4/7 13:00,Q,23.7,32,0,2
2020/4/7 14:00,Q,24.1,32,0,3.7
2020/4/7 15:00,Q,25.1,25,0,3
2020/4/7 16:00,Q,24.8,27,0,1.7
2020/4/7 17:00,Q,23.2,33,0,2.8
2020/4/7 18:00,Q,22.4,39,0,2.4
2020/4/7 19:00,Q,20.1,48,0,1.5
2020/4/7 20:00,Q,18.3,54,0,2.1
2020/4/7 21:00,Q,18.6,52,0,2.6
2020/4/7 22:00,Q,17.5,56,0,1.6
2020/4/7 23:00,Q,16.7,60,0,1.6
2020/4/8,Q,15.1,66,0,0.7
2020/4/8 1:00,Q,13.8,72,0,0.9
2020/4/8 2:00,Q,12.7,79,0,1.3
2020/4/8 3:00,Q,12.9,76,0,1.6
2020/4/8 4:00,Q,12.5,81,0,1.2
2020/4/8 5:00,Q,12.1,83,0,0.4
2020/4/8 6:00,Q,11.2,89,0,0.1
2020/4/8 7:00,Q,12.2,83,0,0.5
2020/4/8 8:00,Q,14.3,75,0,1
2020/4/6 9:00,Q,21.7,33,0,2.1
2020/4/6 10:00,Q,20.3,37,0,2.1
2020/4/6 11:00,Q,18.4,42,0,1.6
2020/4/6 12:00,Q,16.8,49,0,1.8
2020/4/6 13:00,Q,14.8,56,0,1.2
2020/4/6 14:00,Q,15.2,53,0,1.1
2020/4/6 15:00,Q,13.4,62,0,1.3
2020/4/6 16:00,Q,12.3,72,0,0.1
2020/4/6 17:00,Q,11.2,84,0,1.1
2020/4/6 18:00,Q,10.6,83,0,0.7
2020/4/6 19:00,Q,10.3,83,0,0.9
2020/4/6 20:00,Q,9.7,85,0,1
2020/4/6 21:00,Q,8.7,93,0,0.8
2020/4/6 22:00,Q,8,98,0,0
2020/4/6 23:00,Q,8.3,98,0,0.5
2020/4/7,Q,11.8,90,0,0.7
2020/4/7 1:00,Q,16.4,57,0,0.8
2020/4/7 2:00,Q,18.8,42,0,1
2020/4/7 3:00,Q,21,38,0,1
2020/4/7 4:00,Q,22.8,30,0,1.1
2020/4/7 5:00,Q,23.7,32,0,2
2020/4/7 6:00,Q,24.1,32,0,3.7
2020/4/7 7:00,Q,25.1,25,0,3
2020/4/8 9:00,Q,15.4,67,0,1.9
2020/4/8 10:00,Q,16.7,65,0,1.1
2020/4/8 11:00,Q,18.1,62,0,2.4
2020/4/8 12:00,Q,18.7,57,0,4
2020/4/8 13:00,Q,19.5,58,0,4
2020/4/8 14:00,Q,18.5,55,0,3.9
2020/4/8 15:00,Q,19,56,0,3.2
2020/4/8 16:00,Q,19.3,54,0,3.8
2020/4/8 17:00,Q,18.4,52,0,5.4
2020/4/8 18:00,Q,17.5,48,0,5.6
2020/4/8 19:00,Q,16.1,52,0,3.4
2020/4/8 20:00,Q,14.1,58,0,2.2
2020/4/8 21:00,Q,13.5,61,0,0.8
2020/4/8 22:00,Q,12.9,63,0,2.5
2020/4/8 23:00,Q,12.2,66,0,1.4
2020/4/9,Q,12,68,0,1.5
2020/4/9 1:00,Q,10.9,75,0,0.7
2020/4/9 2:00,Q,10.3,77,0,1.1
2020/4/9 3:00,Q,10,76,0,1
2020/4/9 4:00,Q,9.5,76,0,1.5
2020/4/9 5:00,Q,9.6,73,0,1.4
2020/4/9 6:00,Q,9.8,73,0,0.9
2020/4/9 7:00,Q,8.9,81,0,0.6
2020/4/9 8:00,Q,11.5,71,0,1.5
2020/4/9 9:00,Q,12.6,60,0,1.9
2020/4/9 10:00,Q,12.9,60,0,2.3
2020/4/9 11:00,Q,14.3,61,0,2.3
2020/4/9 12:00,Q,14.7,59,0,3.9
2020/4/9 13:00,Q,14.6,55,0,5
2020/4/9 14:00,Q,13.6,56,0,5.5
2020/4/9 15:00,Q,12.6,59,0,5.9
2020/4/9 16:00,Q,12.6,60,0,4.2
2020/4/9 17:00,Q,11.1,62,0,5.6
2020/4/9 18:00,Q,10,67,0,5.5
2020/4/9 19:00,Q,9.4,69,0,4.3
2020/4/9 20:00,Q,8.8,70,0,3.7
2020/4/9 21:00,Q,8.4,72,0,2.7
2020/4/9 22:00,Q,7.7,77,0,2.7
2020/4/9 23:00,Q,7.6,78,0,1.4
2020/4/10,Q,7.1,86,0,1.3
2020/4/10 1:00,Q,7.5,83,0,1.8
2020/4/10 2:00,Q,7.2,81,0,2.3
2020/4/10 3:00,Q,7.1,82,0,1.6
2020/4/10 5:00,Q,6.8,81,0,2.7
2020/4/10 6:00,Q,6,95,0,2.5
2020/4/10 7:00,Q,5.9,99,0,1.6
2020/4/10 8:00,Q,6,99,0.5,1.6
2020/4/10 9:00,Q,6.1,99,0.7,2.9
2020/4/10 10:00,Q,5.9,99,0.5,1.6
2020/4/10 11:00,Q,5.9,99,0.3,2.3
2020/4/10 12:00,Q,5.8,99,0.2,3.1
2020/4/10 13:00,Q,5.7,99,0.1,3.1
2020/4/10 14:00,Q,5.8,99,0.2,2.4
2020/4/10 15:00,Q,5.8,99,0.9,2.1
2020/4/10 16:00,Q,5,99,0.5,3.7
2020/4/10 17:00,Q,4.8,99,1.5,1.6
2020/4/10 18:00,Q,4.4,99,0.2,3.2
2020/4/10 19:00,Q,4.4,99,0.1,2.7
2020/4/10 20:00,Q,4.5,99,0,1.2
2020/4/10 21:00,Q,4.8,99,0.3,0.9
2020/4/10 22:00,Q,5.1,98,0.2,1.6
2020/4/10 23:00,Q,5.2,98,0,1.4
2020/4/11,Q,5.3,95,0,2.5
2020/4/11 1:00,Q,5.6,94,0,1.2
2020/4/11 2:00,Q,5.9,94,0,1.8
2020/4/11 3:00,Q,6,89,0,2.2
2020/4/11 4:00,Q,5.8,87,0,1.8
2020/4/11 5:00,Q,4.2,95,0,0.5
2020/4/11 6:00,Q,4.8,94,0,1.9
2020/4/11 7:00,Q,4.6,99,0,0.6
2020/4/11 8:00,Q,7.4,85,0,1.4
2020/4/11 9:00,Q,9.6,69,0,0.8
2020/4/11 10:00,Q,11.3,57,0,1.9
2020/4/11 11:00,Q,13.4,44,0,1.4
2020/4/11 12:00,Q,15.6,38,0,3.3
2020/4/11 13:00,Q,16.8,32,0,3
2020/4/11 14:00,Q,17,33,0,2.1
2020/4/11 15:00,Q,17.7,29,0,2
2020/4/11 16:00,Q,17.3,26,0,3.1
2020/4/11 17:00,Q,16.1,32,0,6.1
2020/4/11 18:00,Q,15.9,33,0,3.1
2020/4/11 19:00,Q,14.6,36,0,1.6
2020/4/11 20:00,Q,12,50,0,1.1
2020/4/11 21:00,Q,10.3,59,0,1.3
2020/4/11 22:00,Q,7.5,79,0,0.4
2020/4/11 23:00,Q,7,85,0,0.5
2020/4/12,Q,7.8,76,0,0.7
2020/4/12 1:00,Q,7.1,81,0,0.7
2020/4/12 2:00,Q,5.9,87,0,0.2
2020/4/12 3:00,Q,6.2,83,0,0.6
2020/4/12 4:00,Q,5.2,92,0,0.9
2020/4/12 5:00,Q,4.3,95,0,0.3
2020/4/12 6:00,Q,4.6,97,0,0.7
2020/4/12 7:00,Q,6.1,90,0,0.9
2020/4/12 8:00,Q,12.4,45,0,1.8
2020/4/12 9:00,Q,15.9,37,0,1.5
2020/4/12 10:00,Q,19,17,0,1.1
2020/4/12 11:00,Q,20.9,15,0,1
2020/4/12 12:00,Q,22.3,12,0,1.3
2020/4/12 13:00,Q,23.6,9,0,3.3
2020/4/12 14:00,Q,24,10,0,3
2020/4/12 15:00,Q,24.5,10,0,4.4
2020/4/12 16:00,Q,25.3,10,0,1.7
2020/4/12 17:00,Q,25.1,10,0,1.8
2020/4/12 18:00,Q,22.3,22,0,2.1
2020/4/12 19:00,Q,19.1,27,0,1.8
2020/4/12 20:00,Q,19.1,23,0,5.2
2020/4/12 21:00,Q,17.4,27,0,3.3
2020/4/12 22:00,Q,16.4,29,0,3.3
2020/4/12 23:00,Q,16.7,27,0,2.6
2020/4/13,Q,13.9,38,0,2.1
2020/4/13 1:00,Q,12.6,42,0,1.5
2020/4/13 2:00,Q,11.5,46,0,1.1
2020/4/13 3:00,Q,7.7,69,0,0.1
2020/4/13 4:00,Q,6.3,82,0,0.9
2020/4/13 5:00,Q,5.6,83,0,0.8
2020/4/13 6:00,Q,4.7,86,0,0.6
2020/4/13 7:00,Q,7,78,0,0.5
2020/4/13 8:00,Q,13.5,47,0,1.1
