"Tamer Elsayed,Walid Magdy,Mücahid Kutlu,Maram Hasanain,Reem Suwaileh","Proceedings of the First International Workshop on Analysis of Broad Dynamic Topics over Social Media (BroDyn 2018) co-located with the 40th European Conference on Information Retrieval (ECIR 2018), Grenoble, France, March 26, 2018.","BroDyn@ECIR,CEUR Workshop Proceedings",2078,NaN,2018,Editorship,open,conf/ecir/2018brodyn,NaN,http://ceur-ws.org/Vol-2078,https://dblp.org/rec/conf/ecir/2018brodyn
"Alípio Mário Jorge,Ricardo Campos 0001,Adam Jatowt,Sérgio Nunes","Proceedings of the First Workshop on Narrative Extraction From Text (Text2Story 2018) co-located with 40th European Conference on Information Retrieval (ECIR 2018), Grenoble, France, March 26, 2018.","Text2Story@ECIR,CEUR Workshop Proceedings",2077,NaN,2018,Editorship,open,conf/ecir/2018text2story,NaN,http://ceur-ws.org/Vol-2077,https://dblp.org/rec/conf/ecir/2018text2story
NaN,"2018 APWG Symposium on Electronic Crime Research, eCrime 2018, San Diego, CA, USA, May 15-17, 2018",eCrime,NaN,NaN,2018,Editorship,NaN,conf/ecrime/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8372143/proceeding,https://dblp.org/rec/conf/ecrime/2018
Nikolaus Augsten,"Proceedings of the Workshops of the EDBT/ICDT 2018 Joint Conference (EDBT/ICDT 2018), Vienna, Austria, March 26, 2018.","EDBT/ICDT Workshops,CEUR Workshop Proceedings",2083,NaN,2018,Editorship,open,conf/edbt/2018w,NaN,http://ceur-ws.org/Vol-2083,https://dblp.org/rec/conf/edbt/2018w
NaN,"2018 IEEE International Conference on Edge Computing, EDGE 2018, San Francisco, CA, USA, July 2-7, 2018",EDGE,NaN,NaN,2018,Editorship,NaN,conf/edge/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8457545/proceeding,https://dblp.org/rec/conf/edge/2018
NaN,"2018 IEEE/ACM Symposium on Edge Computing, SEC 2018, Seattle, WA, USA, October 25-27, 2018",SEC,NaN,NaN,2018,Editorship,NaN,conf/edge/2018sec,NaN,https://ieeexplore.ieee.org/xpl/conhome/8566118/proceeding,https://dblp.org/rec/conf/edge/2018sec
"Shijun Liu,Bedir Tekinerdogan,Mikio Aoyama,Liang-Jie Zhang","Edge Computing - EDGE 2018 - Second International Conference, Held as Part of the Services Conference Federation, SCF 2018, Seattle, WA, USA, June 25-30, 2018, Proceedings","EDGE,Lecture Notes in Computer Science",10973,NaN,2018,Editorship,NaN,conf/edge2/2018,10.1007/978-3-319-94340-4,https://doi.org/10.1007/978-3-319-94340-4,https://dblp.org/rec/conf/edge2/2018
NaN,"2018 IEEE Global Engineering Education Conference, EDUCON 2018, Santa Cruz de Tenerife, Tenerife, Islas Canarias, Spain, April 17-20, 2018",EDUCON,NaN,NaN,2018,Editorship,NaN,conf/educon/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8360187/proceeding,https://dblp.org/rec/conf/educon/2018
"Alberto Signoroni,Marco Livesu,Marco Agus","Italian Chapter Conference 2018 - Smart Tools and Apps in computer Graphics, STAG 2018, Brescia, Italy, October 18-19, 2018",STAG,NaN,NaN,2018,Editorship,NaN,conf/egItaly/2018,10.2312/2632667,https://diglib.eg.org/handle/10.2312/2632667,https://dblp.org/rec/conf/egItaly/2018
"Patty Kostkova,Floriana Grasso,Carlos Castillo 0001,Yelena Mejova,Arnold Bosman,Michael Edelstein","Proceedings of the 2018 International Conference on Digital Health, DH 2018, Lyon, France, April 23-26, 2018",DH,NaN,NaN,2018,Editorship,NaN,conf/ehealth/2018,NaN,http://dl.acm.org/citation.cfm?id=3194658,https://dblp.org/rec/conf/ehealth/2018
NaN,"2018 IEEE International Conference on Electro/Information Technology, EIT 2018, Rochester, MI, USA, May 3-5, 2018",EIT,NaN,NaN,2018,Editorship,NaN,conf/eit/2018,10.1109/EIT42908.2018,https://doi.org/10.1109/EIT42908.2018,https://dblp.org/rec/conf/eit/2018
"Philipp Cimiano,Olivier Corby","Proceedings of the EKAW 2018 Posters and Demonstrations Session co-located with 21st International Conference on Knowledge Engineering and Knowledge Management (EKAW 2018), Nancy, France, November 12-16, 2018.","EKAW,CEUR Workshop Proceedings",2262,NaN,2018,Editorship,open,conf/ekaw/2018pd,NaN,http://ceur-ws.org/Vol-2262,https://dblp.org/rec/conf/ekaw/2018pd
"Eduardo Blanco 0002,Wei Lu 0011","Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing, EMNLP 2018 - System Demonstrations, Brussels, Belgium, October 31 - November 4, 2018",EMNLP,NaN,NaN,2018,Editorship,open,conf/emnlp/2018-d,NaN,https://aclanthology.org/volumes/D18-2/,https://dblp.org/rec/conf/emnlp/2018-d
"Brigitte Stangl,Juho Pesonen","Information and Communication Technologies in Tourism 2018, ENTER 2018, Proceedings of the International Conference in Jönköping, Sweden, January 24-26, 2018.",ENTER,NaN,NaN,2018,Editorship,NaN,conf/enter/2018,10.1007/978-3-319-72923-7,https://doi.org/10.1007/978-3-319-72923-7,https://dblp.org/rec/conf/enter/2018
"Philipp Mayr 0001,Douglas Tudhope,Joseph A. Busch,Koraljka Golub,Marjorie M. K. Hlava,Marcia Zeng","Proceedings of the 18th European Networked Knowledge Organization Systems (NKOS) Workshop co-located with the 22nd International Conference on Theory and Practice of Digital Libraries 2018 (TPDL 2018), Porto, Portugal, September 13, 2018.","NKOS@TPDL,CEUR Workshop Proceedings",2200,NaN,2018,Editorship,open,conf/ercimdl/2018nkos,NaN,http://ceur-ws.org/Vol-2200,https://dblp.org/rec/conf/ercimdl/2018nkos
Amal Ahmed,"Programming Languages and Systems - 27th European Symposium on Programming, ESOP 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","ESOP,Lecture Notes in Computer Science",10801,NaN,2018,Editorship,open,conf/esop/2018,10.1007/978-3-319-89884-1,https://doi.org/10.1007/978-3-319-89884-1,https://dblp.org/rec/conf/esop/2018
"Aldo Gangemi,Anna Lisa Gentile,Andrea Giovanni Nuzzolese,Sebastian Rudolph,Maria Maleshkova,Heiko Paulheim,Jeff Z. Pan,Mehwish Alam","The Semantic Web - ESWC 2018 Satellite Events - ESWC 2018 Satellite Events, Heraklion, Crete, Greece, June 3-7, 2018, Revised Selected Papers","ESWC,Lecture Notes in Computer Science",11155,NaN,2018,Editorship,NaN,conf/esws/2018s,10.1007/978-3-319-98192-5,https://doi.org/10.1007/978-3-319-98192-5,https://dblp.org/rec/conf/esws/2018s
"Bonita Sharif,Krzysztof Krejtz","Proceedings of the 2018 ACM Symposium on Eye Tracking Research & Applications, ETRA 2018, Warsaw, Poland, June 14-17, 2018",ETRA,NaN,NaN,2018,Editorship,NaN,conf/etra/2018,NaN,http://dl.acm.org/citation.cfm?id=3204493,https://dblp.org/rec/conf/etra/2018
NaN,"2018 European Conference on Networks and Communications, EuCNC 2018, Ljubljana, Slovenia, June 18-21, 2018",EuCNC,NaN,NaN,2018,Editorship,NaN,conf/eucnc/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8412474/proceeding,https://dblp.org/rec/conf/eucnc/2018
"Erol Gelenbe,Paolo Campegiani,Tadeusz Czachórski,Sokratis K. Katsikas,Ioannis Komnios,Luigi Romano,Dimitrios Tzovaras","Security in Computer and Information Sciences - First International ISCIS Security Workshop 2018, Euro-CYBERSEC 2018, London, UK, February 26-27, 2018, Revised Selected Papers","Euro-CYBERSEC,Communications in Computer and Information Science",821,NaN,2018,Editorship,open,conf/eurocybersec/2018,10.1007/978-3-319-95189-8,https://doi.org/10.1007/978-3-319-95189-8,https://dblp.org/rec/conf/eurocybersec/2018
NaN,"2018 IEEE European Symposium on Security and Privacy, EuroS&P 2018, London, United Kingdom, April 24-26, 2018",EuroS&P,NaN,NaN,2018,Editorship,NaN,conf/eurosp/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8405665/proceeding,https://dblp.org/rec/conf/eurosp/2018
NaN,"2018 IEEE European Symposium on Security and Privacy Workshops, EuroS&P Workshops 2018, London, United Kingdom, April 23-27, 2018",EuroS&P Workshops,NaN,NaN,2018,Editorship,NaN,conf/eurosp/2018w,NaN,https://ieeexplore.ieee.org/xpl/conhome/8405666/proceeding,https://dblp.org/rec/conf/eurosp/2018w
"Elhadi M. Shakshuki,Ansar-Ul-Haque Yasar","The 9th International Conference on Emerging Ubiquitous Systems and Pervasive Networks (EUSPN 2018) / The 8th International Conference on Current and Future Trends of Information and Communication Technologies in Healthcare (ICTH-2018) / Affiliated Workshops, November 5-8, 2018, Leuven, Belgium.","EUSPN/ICTH,Procedia Computer Science",141,NaN,2018,Editorship,NaN,conf/euspn/2018,NaN,https://www.sciencedirect.com/journal/procedia-computer-science/vol/141/suppl/C,https://dblp.org/rec/conf/euspn/2018
"Tommaso Caselli,Nicole Novielli,Viviana Patti,Paolo Rosso","Proceedings of the Sixth Evaluation Campaign of Natural Language Processing and Speech Tools for Italian. Final Workshop (EVALITA 2018) co-located with the Fifth Italian Conference on Computational Linguistics (CLiC-it 2018), Turin, Italy, December 12-13, 2018.","EVALITA@CLiC-it,CEUR Workshop Proceedings",2263,NaN,2018,Editorship,open,conf/evalita/2018,NaN,http://ceur-ws.org/Vol-2263,https://dblp.org/rec/conf/evalita/2018
NaN,"2018 IEEE East-West Design & Test Symposium, EWDTS 2018, Kazan, Russia, September 14-17, 2018",EWDTS,NaN,NaN,2018,Editorship,NaN,conf/ewdts/2018,10.1109/EWDTS44494.2018,https://doi.org/10.1109/EWDTS44494.2018,https://dblp.org/rec/conf/ewdts/2018
"Domenico Giustiniano,Dimitrios Koutsonikolas,Albert Banchs,Enzo Mingozzi,Kaushik Roy Chowdhury","Proceedings of the 2018 International Conference on Embedded Wireless Systems and Networks, EWSN 2018. Madrid, Spain, February 14-16, 2018",EWSN,NaN,NaN,2018,Editorship,NaN,conf/ewsn/2018,NaN,http://dl.acm.org/citation.cfm?id=3234847,https://dblp.org/rec/conf/ewsn/2018
"Alessandra Russo,Andy Schürr","Fundamental Approaches to Software Engineering, 21st International Conference, FASE 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings.","FASE,Lecture Notes in Computer Science",10802,NaN,2018,Editorship,open,conf/fase/2018,10.1007/978-3-319-89363-1,https://doi.org/10.1007/978-3-319-89363-1,https://dblp.org/rec/conf/fase/2018
"Hiren Patel,Tom J. Kazmierski,Sebastian Steinhorst","2018 Forum on Specification & Design Languages, FDL 2018, Garching, Germany, September 10-12, 2018",FDL,NaN,NaN,2018,Editorship,NaN,conf/fdl/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8501260/proceeding,https://dblp.org/rec/conf/fdl/2018
NaN,"2018 Workshop on Fault Diagnosis and Tolerance in Cryptography, FDTC 2018, Amsterdam, The Netherlands, September 13, 2018",FDTC,NaN,NaN,2018,Editorship,NaN,conf/fdtc/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8573538/proceeding,https://dblp.org/rec/conf/fdtc/2018
"Maria Ganzha,Leszek A. Maciaszek,Marcin Paprzycki","Proceedings of the 2018 Federated Conference on Computer Science and Information Systems, FedCSIS 2018, Poznań, Poland, September 9-12, 2018.","FedCSIS,Annals of Computer Science and Information Systems",15,NaN,2018,Editorship,open,conf/fedcsis/2018,10.15439/978-83-949419-5-6,https://doi.org/10.15439/978-83-949419-5-6,https://dblp.org/rec/conf/fedcsis/2018
"Maria Ganzha,Leszek A. Maciaszek,Marcin Paprzycki","Communication Papers of the 2018 Federated Conference on Computer Science and Information Systems, FedCSIS 2018, Poznań, Poland, September 9-12, 2018.","FedCSIS,Annals of Computer Science and Information Systems",17,NaN,2018,Editorship,open,conf/fedcsis/2018c,10.15439/978-83-952357-0-2,https://doi.org/10.15439/978-83-952357-0-2,https://dblp.org/rec/conf/fedcsis/2018c
"Maria Ganzha,Leszek A. Maciaszek,Marcin Paprzycki","Position Papers of the 2018 Federated Conference on Computer Science and Information Systems, FedCSIS 2018, Poznań, Poland, September 9-12, 2018.","FedCSIS,Annals of Computer Science and Information Systems",16,NaN,2018,Editorship,open,conf/fedcsis/2018p,10.15439/978-83-949419-8-7,https://doi.org/10.15439/978-83-949419-8-7,https://dblp.org/rec/conf/fedcsis/2018p
"Annie Foret,Gregory M. Kobele,Sylvain Pogodalla","Formal Grammar 2018 - 23rd International Conference, FG 2018, Sofia, Bulgaria, August 11-12, 2018, Proceedings","FG,Lecture Notes in Computer Science",10950,NaN,2018,Editorship,NaN,conf/fg/2018,10.1007/978-3-662-57784-4,https://doi.org/10.1007/978-3-662-57784-4,https://dblp.org/rec/conf/fg/2018
NaN,"2018 International Conference on Frontiers of Information Technology, FIT 2018, Islamabad, Pakistan, December 17-19, 2018",FIT,NaN,NaN,2018,Editorship,NaN,conf/fit/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8615629/proceeding,https://dblp.org/rec/conf/fit/2018
"Klaus Havelund,Jan Peleska 0001,Bill Roscoe,Erik P. de Vink","Formal Methods - 22nd International Symposium, FM 2018, Held as Part of the Federated Logic Conference, FloC 2018, Oxford, UK, July 15-17, 2018, Proceedings","FM,Lecture Notes in Computer Science",10951,NaN,2018,Editorship,NaN,conf/fm/2018,10.1007/978-3-319-95582-7,https://doi.org/10.1007/978-3-319-95582-7,https://dblp.org/rec/conf/fm/2018
"Nikolaj Bjørner,Arie Gurfinkel","2018 Formal Methods in Computer Aided Design, FMCAD 2018, Austin, TX, USA, October 30 - November 2, 2018",FMCAD,NaN,NaN,2018,Editorship,NaN,conf/fmcad/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8585253/proceeding,https://dblp.org/rec/conf/fmcad/2018
"Ansar-Ul-Haque Yasar,Elhadi M. Shakshuki","The 15th International Conference on Mobile Systems and Pervasive Computing (MobiSPC 2018) / The 13th International Conference on Future Networks and Communications (FNC-2018) / Affiliated Workshops, Gran Canaria, Spain, August 13-15, 2018","FNC/MobiSPC,Procedia Computer Science",134,NaN,2018,Editorship,NaN,conf/fnc/2018,NaN,https://www.sciencedirect.com/science/journal/18770509/134,https://dblp.org/rec/conf/fnc/2018
"Christel Baier,Luís Caires","Formal Techniques for Distributed Objects, Components, and Systems - 38th IFIP WG 6.1 International Conference, FORTE 2018, Held as Part of the 13th International Federated Conference on Distributed Computing Techniques, DisCoTec 2018, Madrid, Spain, June 18-21, 2018, Proceedings","FORTE,Lecture Notes in Computer Science",10854,NaN,2018,Editorship,NaN,conf/forte/2018,10.1007/978-3-319-92612-4,https://doi.org/10.1007/978-3-319-92612-4,https://dblp.org/rec/conf/forte/2018
"Christel Baier,Ugo Dal Lago","Foundations of Software Science and Computation Structures - 21st International Conference, FOSSACS 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","FoSSaCS,Lecture Notes in Computer Science",10803,NaN,2018,Editorship,open,conf/fossacs/2018,10.1007/978-3-319-89366-2,https://doi.org/10.1007/978-3-319-89366-2,https://dblp.org/rec/conf/fossacs/2018
"Jason Helge Anderson,Kia Bazargan","Proceedings of the 2018 ACM/SIGDA International Symposium on Field-Programmable Gate Arrays, FPGA 2018, Monterey, CA, USA, February 25-27, 2018",FPGA,NaN,NaN,2018,Editorship,NaN,conf/fpga/2018,10.1145/3174243,https://doi.org/10.1145/3174243,https://dblp.org/rec/conf/fpga/2018
NaN,"2018 IEEE International Conference on Fuzzy Systems, FUZZ-IEEE 2018, Rio de Janeiro, Brazil, July 8-13, 2018",FUZZ,NaN,NaN,2018,Editorship,NaN,conf/fuzzIEEE/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8466242/proceeding,https://dblp.org/rec/conf/fuzzIEEE/2018
"Leen Lambers,Jens H. Weber","Graph Transformation - 11th International Conference, ICGT 2018, Held as Part of STAF 2018, Toulouse, France, June 25-26, 2018, Proceedings","ICGT,Lecture Notes in Computer Science",10887,NaN,2018,Editorship,NaN,conf/gg/2018,10.1007/978-3-319-92991-0,https://doi.org/10.1007/978-3-319-92991-0,https://dblp.org/rec/conf/gg/2018
NaN,"2018 IEEE Global Humanitarian Technology Conference, GHTC 2018, San Jose, CA, USA, October 18-21, 2018",GHTC,NaN,NaN,2018,Editorship,NaN,conf/ghtc/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8589961/proceeding,https://dblp.org/rec/conf/ghtc/2018
NaN,"2018 Global Information Infrastructure and Networking Symposium, GIIS 2018, Thessaloniki, Greece, October 23-25, 2018",GIIS,NaN,NaN,2018,Editorship,NaN,conf/giis/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8632667/proceeding,https://dblp.org/rec/conf/giis/2018
NaN,"2018 Global Internet of Things Summit, GIoTS 2018, Bilbao, Spain, June 4-7, 2018",GIoTS,NaN,NaN,2018,Editorship,NaN,conf/giots/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8514818/proceeding,https://dblp.org/rec/conf/giots/2018
NaN,"2018 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2018, Anaheim, CA, USA, November 26-29, 2018",GlobalSIP,NaN,NaN,2018,Editorship,NaN,conf/globalsip/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8637665/proceeding,https://dblp.org/rec/conf/globalsip/2018
"Deming Chen,Houman Homayoun,Baris Taskin","Proceedings of the 2018 on Great Lakes Symposium on VLSI, GLSVLSI 2018, Chicago, IL, USA, May 23-25, 2018",ACM Great Lakes Symposium on VLSI,NaN,NaN,2018,Editorship,NaN,conf/glvlsi/2018,10.1145/3194554,https://doi.org/10.1145/3194554,https://dblp.org/rec/conf/glvlsi/2018
"Ursula Hübner,Ulrich Sax,Hans-Ulrich Prokosch,Bernhard Breil,Harald Binder,Antonia Zapf,Brigitte Strahwald,Tim Beißbarth,Niels Grabe,Anke Schöler","German Medical Data Sciences - A Learning Healthcare System - Proceedings of the 63rd Annual Meeting of the German Association of Medical Informatics, Biometry and Epidemiology (GMDS e.V.) 2018 in Osnabrück, Germany, 2-6 September 2018, GMDS 2018","GMDS,Studies in Health Technology and Informatics",253,NaN,2018,Editorship,unavailable,conf/gmds/2018,NaN,NaN,https://dblp.org/rec/conf/gmds/2018
"Andrea Forte,Michael Prilla,Adriana S. Vivacqua,Claudia Müller 0002,Lionel P. Robert Jr.","Proceedings of the 2018 ACM Conference on Supporting Groupwork, GROUP 2018, Sanibel Island, FL, USA, January 07 - 10, 2018",GROUP,NaN,NaN,2018,Editorship,NaN,conf/group/2018,NaN,http://dl.acm.org/citation.cfm?id=3148330,https://dblp.org/rec/conf/group/2018
"Katherine J. Kuchenbecker,Gregory J. Gerling,Yon Visell","2018 IEEE Haptics Symposium, HAPTICS 2018, San Francisco, CA, USA, March 25-28, 2018",HAPTICS,NaN,NaN,2018,Editorship,NaN,conf/haptics/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8354412/proceeding,https://dblp.org/rec/conf/haptics/2018
NaN,"2018 IEEE International Symposium on Haptic, Audio and Visual Environments and Games, HAVE 2018, Dalian, China, September 20-21, 2018",HAVE,NaN,NaN,2018,Editorship,NaN,conf/have/2018,NaN,https://ieeexplore.ieee.org/xpl/conhome/8531199/proceeding,https://dblp.org/rec/conf/have/2018
"David Kreps,Charles Ess,Louise Leenen,Kai Kimppa","This Changes Everything - ICT and Climate Change - What Can We Do? - 13th IFIP TC 9 International Conference on Human Choice and Computers, HCC13 2018, Held at the 24th IFIP World Computer Congress, WCC 2018, Poznan, Poland, September 19-21, 2018, Proceedings","HCC,IFIP Advances in Information and Communication Technology",537,NaN,2018,Editorship,NaN,conf/hcc/2018,10.1007/978-3-319-99605-9,https://doi.org/10.1007/978-3-319-99605-9,https://dblp.org/rec/conf/hcc/2018
"Jessie Y. C. Chen,Gino Fragomeni","Virtual, Augmented and Mixed Reality - Applications in Health, Cultural Heritage, and Industry - 10th International Conference, VAMR 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II","HCI,Lecture Notes in Computer Science",10910,NaN,2018,Editorship,NaN,conf/hci/2018-10,10.1007/978-3-319-91584-5,https://doi.org/10.1007/978-3-319-91584-5,https://dblp.org/rec/conf/hci/2018-10
Pei-Luen Patrick Rau,"Cross-Cultural Design. Methods, Tools, and Users - 10th International Conference, CCD 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part I","HCI,Lecture Notes in Computer Science",10911,NaN,2018,Editorship,NaN,conf/hci/2018-11,10.1007/978-3-319-92141-9,https://doi.org/10.1007/978-3-319-92141-9,https://dblp.org/rec/conf/hci/2018-11
Pei-Luen Patrick Rau,"Cross-Cultural Design. Applications in Cultural Heritage, Creativity and Social Development - 10th International Conference, CCD 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II","HCI,Lecture Notes in Computer Science",10912,NaN,2018,Editorship,NaN,conf/hci/2018-12,10.1007/978-3-319-92252-2,https://doi.org/10.1007/978-3-319-92252-2,https://dblp.org/rec/conf/hci/2018-12
Gabriele Meiselwitz,"Social Computing and Social Media. User Experience and Behavior - 10th International Conference, SCSM 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part I","HCI,Lecture Notes in Computer Science",10913,NaN,2018,Editorship,NaN,conf/hci/2018-13,10.1007/978-3-319-91521-0,https://doi.org/10.1007/978-3-319-91521-0,https://dblp.org/rec/conf/hci/2018-13
Gabriele Meiselwitz,"Social Computing and Social Media. Technologies and Analytics - 10th International Conference, SCSM 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II","HCI,Lecture Notes in Computer Science",10914,NaN,2018,Editorship,NaN,conf/hci/2018-14,10.1007/978-3-319-91485-5,https://doi.org/10.1007/978-3-319-91485-5,https://dblp.org/rec/conf/hci/2018-14
"Dylan D. Schmorrow,Cali M. Fidopiastis","Augmented Cognition - Intelligent Technologies - 12th International Conference, AC 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part I","HCI,Lecture Notes in Computer Science",10915,NaN,2018,Editorship,NaN,conf/hci/2018-15,10.1007/978-3-319-91470-1,https://doi.org/10.1007/978-3-319-91470-1,https://dblp.org/rec/conf/hci/2018-15
"Dylan D. Schmorrow,Cali M. Fidopiastis","Augmented Cognition - Users and Contexts - 12th International Conference, AC 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II","HCI,Lecture Notes in Computer Science",10916,NaN,2018,Editorship,NaN,conf/hci/2018-16,10.1007/978-3-319-91467-1,https://doi.org/10.1007/978-3-319-91467-1,https://dblp.org/rec/conf/hci/2018-16
Vincent G. Duffy,"Digital Human Modeling. Applications in Health, Safety, Ergonomics, and Risk Management - 9th International Conference, DHM 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings","HCI,Lecture Notes in Computer Science",10917,NaN,2018,Editorship,NaN,conf/hci/2018-17,10.1007/978-3-319-91397-1,https://doi.org/10.1007/978-3-319-91397-1,https://dblp.org/rec/conf/hci/2018-17
"Aaron Marcus,Wentao Wang 0007","Design, User Experience, and Usability - Theory and Practice - 7th International Conference, DUXU 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part I","HCI,Lecture Notes in Computer Science",10918,NaN,2018,Editorship,NaN,conf/hci/2018-18,10.1007/978-3-319-91797-9,https://doi.org/10.1007/978-3-319-91797-9,https://dblp.org/rec/conf/hci/2018-18
"Aaron Marcus,Wentao Wang 0007","Design, User Experience, and Usability - Designing Interactions - 7th International Conference, DUXU 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II","HCI,Lecture Notes in Computer Science",10919,NaN,2018,Editorship,NaN,conf/hci/2018-19,10.1007/978-3-319-91803-7,https://doi.org/10.1007/978-3-319-91803-7,https://dblp.org/rec/conf/hci/2018-19
"Aaron Marcus,Wentao Wang 0007","Design, User Experience, and Usability - Users, Contexts and Case Studies - 7th International Conference, DUXU 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part III","HCI,Lecture Notes in Computer Science",10920,NaN,2018,Editorship,NaN,conf/hci/2018-20,10.1007/978-3-319-91806-8,https://doi.org/10.1007/978-3-319-91806-8,https://dblp.org/rec/conf/hci/2018-20
"Norbert A. Streitz,Shin'ichi Konomi","Distributed, Ambient and Pervasive Interactions - Understanding Humans - 6th International Conference, DAPI 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part I","HCI,Lecture Notes in Computer Science",10921,NaN,2018,Editorship,NaN,conf/hci/2018-21,10.1007/978-3-319-91125-0,https://doi.org/10.1007/978-3-319-91125-0,https://dblp.org/rec/conf/hci/2018-21
"Norbert A. Streitz,Shin'ichi Konomi","Distributed, Ambient and Pervasive Interactions - Technologies and Contexts - 6th International Conference, DAPI 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II","HCI,Lecture Notes in Computer Science",10922,NaN,2018,Editorship,NaN,conf/hci/2018-22,10.1007/978-3-319-91131-1,https://doi.org/10.1007/978-3-319-91131-1,https://dblp.org/rec/conf/hci/2018-22
"Fiona Fui-Hoon Nah,Bo Sophia Xiao","HCI in Business, Government, and Organizations - 5th International Conference, HCIBGO 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings","HCI,Lecture Notes in Computer Science",10923,NaN,2018,Editorship,NaN,conf/hci/2018-23,10.1007/978-3-319-91716-0,https://doi.org/10.1007/978-3-319-91716-0,https://dblp.org/rec/conf/hci/2018-23
"Panayiotis Zaphiris,Andri Ioannou","Learning and Collaboration Technologies. Design, Development and Technological Innovation - 5th International Conference, LCT 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part I","HCI,Lecture Notes in Computer Science",10924,NaN,2018,Editorship,NaN,conf/hci/2018-24,10.1007/978-3-319-91743-6,https://doi.org/10.1007/978-3-319-91743-6,https://dblp.org/rec/conf/hci/2018-24
"Panayiotis Zaphiris,Andri Ioannou","Learning and Collaboration Technologies. Learning and Teaching - 5th International Conference, LCT 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II","HCI,Lecture Notes in Computer Science",10925,NaN,2018,Editorship,NaN,conf/hci/2018-25,10.1007/978-3-319-91152-6,https://doi.org/10.1007/978-3-319-91152-6,https://dblp.org/rec/conf/hci/2018-25
"Jia Zhou 0001,Gavriel Salvendy","Human Aspects of IT for the Aged Population. Acceptance, Communication and Participation - 4th International Conference, ITAP 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part I","HCI,Lecture Notes in Computer Science",10926,NaN,2018,Editorship,NaN,conf/hci/2018-26,10.1007/978-3-319-92034-4,https://doi.org/10.1007/978-3-319-92034-4,https://dblp.org/rec/conf/hci/2018-26
"Jia Zhou 0001,Gavriel Salvendy","Human Aspects of IT for the Aged Population. Applications in Health, Assistance, and Entertainment - 4th International Conference, ITAP 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings, Part II","HCI,Lecture Notes in Computer Science",10927,NaN,2018,Editorship,NaN,conf/hci/2018-27,10.1007/978-3-319-92037-5,https://doi.org/10.1007/978-3-319-92037-5,https://dblp.org/rec/conf/hci/2018-27
